fixed acidity,volatile acidity,residual sugar,chlorides,total sulfur dioxide,sulphates,alcohol,quality
-0.5279903510263013,1.022750012910556,-0.5772604979339766,-0.24562924365466657,-0.36174990679577473,-0.6312887951801637,-0.9904014316979949,5
-0.2875157037615557,2.0677744510972023,0.25978389826144804,0.7171509121240619,0.7242471494868544,0.290756521027116,-0.6109218346652556,5
-0.2875157037615557,1.371091492306105,-0.09894941439373418,0.4545745060025903,0.2964301273149096,0.06024519197529587,-0.6109218346652556,5
1.7565187979887849,-1.415640342858284,-0.5772604979339766,-0.2893919780082452,0.4938841375481149,-0.47761457581228445,-0.6109218346652556,6
-0.5279903510263013,0.7905223599801907,-0.6968382688190371,-0.2893919780082452,-0.16429589656256946,-0.6312887951801637,-0.9904014316979949,5
-0.2273970419453689,0.44218088058464183,-0.9359938105891583,-0.551968384129716,0.46097513584258065,-1.3996598920195635,-0.9904014316979949,5
-0.5881090128424882,0.7324654467475993,-1.414304894129401,-0.7270193215440305,-0.7895669289677195,-1.322822782335624,-0.4211820361488868,7
-0.2875157037615557,0.32606705411945885,-0.4576827270489159,-0.37691744671540234,-0.8882939340843222,-0.5544516854962245,-0.8955315324398104,7
-0.46787168921011507,-0.13838825174127245,4.445005879238569,-0.4644429154225595,1.8760622091805519,1.2128018372343956,0.05316746014203692,5
-0.948820983739607,0.32606705411945885,-0.6968382688190371,0.673388177770479,0.658429146075786,-0.7849630145480437,-1.1801412302143655,5
-1.6101262637176588,0.529266250433529,-0.9359938105891583,0.3232863029418545,0.46097513584258065,-0.9386372339159238,-0.5160519354070712,5
0.37378957621649606,0.5582947070498248,1.6947171488821753,4.130644191703189,3.2911492825185236,1.8274987147059152,-1.1801412302143655,5
0.13331492895174987,-1.415640342858284,-0.6968382688190371,0.4545745060025903,1.9089712108860861,0.8286162888146954,0.05316746014203692,7
-0.5279903510263013,0.38412396735205034,2.4121837741925396,0.19199809988111874,-0.5262949153234459,-1.0923114532838039,-1.3698810287307341,4
0.37378957621649606,-1.7639818222538328,-0.6968382688190371,-0.201866509301088,0.4938841375481149,-0.8618001242319838,-0.9904014316979949,6
-0.4077530273939288,-0.7770142972997782,-0.09894941439373418,0.016947162466800735,0.8558831563089913,0.06024519197529587,-0.7057917339234416,5
-0.2273970419453689,-0.5447866443694125,-0.9359938105891583,1.06725278695269,-0.2630229016791721,2.058010043757735,-0.8955315324398104,5
0.13331492895174987,-0.19644516497386394,-0.09894941439373418,0.10447263117396217,0.7242471494868544,-0.8618001242319838,-0.9904014316979949,5
-0.8285836601072338,-0.7189573840671867,0.020628356491326546,0.14823536552754077,-0.16429589656256946,-0.09342902739258421,-0.7057917339234416,6
-1.1892956310043532,-0.7770142972997782,-1.1751493523592798,-0.0705783062403522,-0.7237489255566512,-0.6312887951801637,-1.0852713309561792,5
-0.4077530273939288,-0.6609004708345955,-0.6968382688190371,-0.0705783062403522,-1.1186569460230618,-0.40077746612834436,-0.8955315324398104,5
-0.7083463364748612,1.0808069261431474,-0.5772604979339766,-0.0705783062403522,-0.32884090509024055,-0.7081259048641037,-0.9904014316979949,5
-0.2875157037615557,0.7034369901313036,-0.4576827270489159,0.016947162466800735,-0.9541119374953907,-0.40077746612834436,-0.6109218346652556,6
-0.948820983739607,0.877607729829078,0.020628356491326546,0.3232863029418545,1.2178821750698676,-0.7849630145480437,-0.3263121368907024,5
-0.8285836601072338,0.9356646430616695,0.14020612737638727,1.0234900525991113,-0.2630229016791721,-0.5544516854962245,0.1480373594002213,6
0.013077605319377298,0.761493903363895,-0.09894941439373418,0.06070989682038358,2.2380612279414285,0.1370823016592359,-0.6109218346652556,5
-1.8506009109824044,-1.1834126899279183,-0.6968382688190371,0.9359645838919542,0.16479412049277273,-0.7081259048641037,-1.1801412302143655,5
-0.2875157037615557,0.7034369901313036,3.727539253928206,0.19199809988111874,-0.8882939340843222,-0.7081259048641037,-0.8006616331816261,6
-0.2875157037615557,0.44218088058464183,0.020628356491326546,0.19199809988111874,-0.9870209392009248,-0.32394035644440433,0.3377771579165918,6
-0.10715971831299634,-0.8350712105323697,-0.3381049561638551,-0.6832565871904519,-0.4933859136179116,0.6749420694468153,-0.7057917339234416,7
-0.5881090128424882,-0.42867281790422956,4.2058503374684495,-0.33315471236182376,1.3824271835975388,1.4433131662862149,0.05316746014203692,5
0.31367091440030975,0.5002377938172333,0.498939440031569,0.27952356858827593,0.03315811367063585,-1.0154743435998639,-1.0852713309561792,4
-0.8887023219234207,0.8485792732127823,-0.6968382688190371,-1.3834603368477087,-1.1186569460230618,-0.9386372339159238,-0.8955315324398104,5
-2.2113128818795236,-0.02227442527608946,-0.3381049561638551,-1.2084093994333946,0.658429146075786,-0.6312887951801637,2.5197848408548396,4
-0.34763436557774197,2.3870874738764556,-0.2185271852787944,1.4173546617813186,2.270970229646963,0.6749420694468153,-1.1801412302143655,5
0.25355225258412245,-1.3575834296256928,-0.9359938105891583,1.3735919274277402,-0.2630229016791721,-0.47761457581228445,-0.8955315324398104,5
-1.1291769691881663,-0.7189573840671867,-0.9359938105891583,-0.6832565871904519,-1.0857479443175275,-0.6312887951801637,-1.1801412302143655,5
-1.6101262637176588,-1.2414696031605097,-1.1751493523592798,-0.33315471236182376,1.6786081989473467,-0.47761457581228445,-1.1801412302143655,5
0.31367091440030975,0.7905223599801907,-0.8164160397040978,-0.33315471236182376,-0.7237489255566512,0.7517791791307554,-1.1801412302143655,5
-1.0089396455557937,-0.02227442527608946,-0.2185271852787944,-0.551968384129716,-0.9870209392009248,-0.09342902739258421,-0.9904014316979949,6
-1.0089396455557937,-0.13838825174127245,-0.3381049561638551,-0.5957311184832947,-1.019929940906459,-0.01659191770864417,-0.9904014316979949,6
0.19343359076793615,-0.8350712105323697,0.7380949818016904,-0.026815571886773606,2.435515238174634,-0.6312887951801637,-0.9904014316979949,5
-0.4077530273939288,-0.08033133850868095,0.498939440031569,1.2423037243670043,0.9217011597200597,-0.09342902739258421,-0.23144223763251798,6
-0.34763436557774197,0.5582947070498248,1.6947171488821753,0.10447263117396217,0.0002491119651016328,-0.8618001242319838,-0.8955315324398104,5
1.1553321798269198,-0.602843557602004,1.2164060653419329,-0.5082056497761375,-1.151565947728596,-0.09342902739258421,-0.8006616331816261,5
-0.46787168921011507,0.6163516202824163,3.2492281703879633,1.286066458720583,2.139334222824826,0.9822905081825756,-0.9904014316979949,5
-0.2875157037615557,0.38412396735205034,-0.09894941439373418,-0.24562924365466657,0.2964301273149096,-0.40077746612834436,-0.4211820361488868,5
-0.5881090128424882,-0.7770142972997782,0.020628356491326546,-0.33315471236182376,0.03315811367063585,-0.7849630145480437,-0.9904014316979949,6
0.31367091440030975,-0.7189573840671867,-0.2185271852787944,-0.11434104059393078,0.23061212390384114,-0.01659191770864417,-1.1801412302143655,5
-0.34763436557774197,0.9646930996779646,-0.6968382688190371,1.4611173961348973,2.2051522262358945,0.5212678500789353,-1.0852713309561792,5
-0.46787168921011507,-0.02227442527608946,-0.5772604979339766,0.14823536552754077,-0.32884090509024055,-0.17026613707652424,-0.8955315324398104,7
-0.7684649982910475,1.2259492092246262,-0.4576827270489159,-0.026815571886773606,0.2964301273149096,-0.5544516854962245,-0.6109218346652556,5
-0.6482276746586745,1.1678922959920348,2.711128201405191,0.19199809988111874,-1.1186569460230618,-1.9375196598071436,0.4326470571747762,5
-0.46787168921011507,-0.02227442527608946,-1.055571581474219,-0.11434104059393078,-0.19720489826810367,-0.47761457581228445,-0.8006616331816261,5
-1.0089396455557937,1.0517784695268517,-0.9359938105891583,-0.24562924365466657,-0.9870209392009248,-0.47761457581228445,0.2429072586584057,5
0.6142642234812422,-1.1834126899279183,-0.4576827270489159,-0.33315471236182376,0.658429146075786,1.1359647275504556,0.2429072586584057,5
-0.1672783801291826,1.0517784695268517,-0.5772604979339766,-0.33315471236182376,-0.855384932378788,2.3653584824934946,0.05316746014203692,6
-0.34763436557774197,0.6163516202824163,-0.5772604979339766,-0.24562924365466657,-0.5921129187345142,-0.7849630145480437,-0.8955315324398104,6
-0.34763436557774197,0.8485792732127823,-0.3381049561638551,0.27952356858827593,1.6786081989473467,-1.245985672651684,-0.8955315324398104,5
-0.34763436557774197,0.9646930996779646,-0.5772604979339766,0.10447263117396217,1.6127901955362782,-1.245985672651684,-0.8955315324398104,5
0.013077605319377298,0.877607729829078,-0.3381049561638551,0.10447263117396217,-0.0655688914459668,-0.8618001242319838,-1.1801412302143655,4
0.8547388707459874,-1.1834126899279183,0.14020612737638727,0.5420999747097475,1.2507911767754019,1.366476056602275,-0.8006616331816261,5
0.31367091440030975,-0.6609004708345955,-0.2185271852787944,0.4983372403561689,-0.09847789315150102,0.1370823016592359,0.05316746014203692,5
-0.8887023219234207,1.5162337753875836,0.020628356491326546,0.9797273182455328,-0.4933859136179116,-0.7081259048641037,0.2429072586584057,6
-0.948820983739607,1.3130345790735134,-0.4576827270489159,0.19199809988111874,1.1520641716587992,-0.9386372339159238,-0.3263121368907024,5
0.013077605319377298,0.5873231636661206,-1.055571581474219,-0.0705783062403522,2.435515238174634,3.6715893471204755,-1.2750111294725497,4
-1.2494142928205394,-0.42867281790422956,-0.9359938105891583,-0.551968384129716,-0.9870209392009248,-0.6312887951801637,-1.1801412302143655,5
-0.5279903510263013,-0.13838825174127245,-0.4576827270489159,0.19199809988111874,0.9217011597200597,-0.5544516854962245,-1.2750111294725497,5
-1.1892956310043532,-1.2995265163931013,-0.6968382688190371,-0.551968384129716,0.5267931392536491,1.0591276178665157,-0.1365723383743319,6
-0.8285836601072338,0.151896314421685,-0.2185271852787944,-0.24562924365466657,-0.16429589656256946,-0.40077746612834436,-0.3263121368907024,5
-0.34763436557774197,-0.19644516497386394,-0.5772604979339766,-0.8583075246047662,-0.4604769119123774,-0.01659191770864417,-0.8006616331816261,5
-0.7684649982910475,0.5582947070498248,-0.6968382688190371,-0.24562924365466657,-0.6908399238511169,-0.8618001242319838,-1.3698810287307341,5
-0.2273970419453689,-0.02227442527608946,-0.5772604979339766,-0.11434104059393078,3.1266042739908526,-0.7849630145480437,-0.8955315324398104,5
-1.9708382346147775,2.8805712363534823,-1.1751493523592798,-1.6022740086156018,1.3166091801864703,-1.245985672651684,0.05316746014203692,4
-2.1511942200633367,0.44218088058464183,-0.09894941439373418,-1.0333584620190848,2.007698216002689,-0.32394035644440433,2.330045042338471,6
-0.8887023219234207,1.4581768621549922,0.7380949818016904,0.8922018495383756,-0.7237489255566512,-0.6312887951801637,0.2429072586584057,5
-0.7684649982910475,-0.13838825174127245,-0.4576827270489159,-0.5082056497761375,-0.7566579272621854,-0.09342902739258421,-1.1801412302143655,5
-0.4077530273939288,2.183888277562385,0.14020612737638727,-0.11434104059393078,-1.151565947728596,-0.6312887951801637,-0.6109218346652556,5
-0.10715971831299634,0.12286785780538927,-0.5772604979339766,-0.0705783062403522,-0.32884090509024055,-0.40077746612834436,-1.3698810287307341,6
0.013077605319377298,0.5002377938172333,-0.3381049561638551,0.10447263117396217,0.16479412049277273,-0.2471032467604643,-0.23144223763251798,6
-0.2875157037615557,-0.13838825174127245,-0.5772604979339766,-0.2893919780082452,-0.7566579272621854,-0.6312887951801637,-0.04170243911614749,6
-0.10715971831299634,0.2970385975031631,-0.3381049561638551,-0.201866509301088,0.658429146075786,-1.0154743435998639,-1.1801412302143655,5
-0.6482276746586745,-0.19644516497386394,-0.2185271852787944,-0.5082056497761375,-0.2959319033847063,-1.245985672651684,-0.9904014316979949,5
-1.2494142928205394,0.6163516202824163,-0.8164160397040978,0.27952356858827593,0.6255201443702517,1.1359647275504556,-1.0852713309561792,5
-0.1672783801291826,-1.1253557766953268,0.14020612737638727,0.4108117716490117,1.1520641716587992,1.2128018372343956,-0.8006616331816261,6
-0.2875157037615557,0.2099532276542765,-0.6968382688190371,0.9797273182455328,0.06606711537617006,2.2116842631256155,-0.8955315324398104,5
0.07319626713556358,0.5582947070498248,-0.2185271852787944,0.10447263117396217,2.073516219413757,0.1370823016592359,-0.6109218346652556,5
0.07319626713556358,0.44218088058464183,-0.2185271852787944,0.14823536552754077,2.17224322453036,0.1370823016592359,-0.6109218346652556,5
